AudioMoth ES ID Number
2
4
11
14
15
21
22
26
33
38
45
47
49
64
68
71
78
80
81
83
87
89
90
92
96
98
100
102
110
111
112
113
119
120
132
133
136
137
138
139
141
152
153
156
157
158
161
164
165
166
167
169
171
173
175
177
182
186
188
191
193
195
197
198
204
206
208
209
211
217
219
220
225
228
229
231
232
