ESID,Start Date,Start Time,Time Zone,Can Update,Not Enough Data
794,2024-04-06,10:30:00,US/Eastern,1,0
839,2024-04-06,11:29:00,US/Eastern,1,0
394,2024-04-06,10:18:00,US/Eastern,1,0
